rank,name,owner,description,language,stars,stars_since,forks,topics,url,crawl_time,since,page
1,mattpocock/skills,mattpocock,Skills for Real Engineers. Straight from my .claude directory.,Shell,90218,72549,7907,,https://github.com/mattpocock/skills,2026-05-18T08:35:36.836999+00:00,monthly,all
2,Alishahryar1/free-claude-code,Alishahryar1,"Use claude-code for free in the terminal, VSCode extension or discord like OpenClaw (voice supported)",Python,25347,23360,3778,,https://github.com/Alishahryar1/free-claude-code,2026-05-18T08:35:36.837426+00:00,monthly,all
3,multica-ai/andrej-karpathy-skills,multica-ai,"A single CLAUDE.md file to improve Claude Code behavior, derived from Andrej Karpathy's observations on LLM coding pitfalls.",,134905,80814,13808,,https://github.com/multica-ai/andrej-karpathy-skills,2026-05-18T08:35:36.837762+00:00,monthly,all
4,Fincept-Corporation/FinceptTerminal,Fincept-Corporation,"FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment.",Python,21489,18300,2905,,https://github.com/Fincept-Corporation/FinceptTerminal,2026-05-18T08:35:36.838127+00:00,monthly,all
5,AIDC-AI/Pixelle-Video,AIDC-AI,🚀 AI 全自动短视频引擎 | AI Fully Automated Short Video Engine,Python,17910,13649,2570,,https://github.com/AIDC-AI/Pixelle-Video,2026-05-18T08:35:36.838447+00:00,monthly,all
6,heygen-com/hyperframes,heygen-com,Write HTML. Render video. Built for agents.,TypeScript,19157,17005,1795,,https://github.com/heygen-com/hyperframes,2026-05-18T08:35:36.838742+00:00,monthly,all
7,ComposioHQ/awesome-codex-skills,ComposioHQ,A curated list of practical Codex skills for automating workflows across the Codex CLI and API.,Python,10360,9458,954,,https://github.com/ComposioHQ/awesome-codex-skills,2026-05-18T08:35:36.839030+00:00,monthly,all
8,anthropics/financial-services,anthropics,,Python,24798,16660,3426,,https://github.com/anthropics/financial-services,2026-05-18T08:35:36.839300+00:00,monthly,all
9,Z4nzu/hackingtool,Z4nzu,ALL IN ONE Hacking Tool For Hackers,Python,75204,17238,8479,,https://github.com/Z4nzu/hackingtool,2026-05-18T08:35:36.839663+00:00,monthly,all
10,soxoj/maigret,soxoj,🕵️‍♂️ Collect a dossier on a person by username from 3000+ sites,Python,29250,9724,2094,,https://github.com/soxoj/maigret,2026-05-18T08:35:36.839980+00:00,monthly,all
11,addyosmani/agent-skills,addyosmani,Production-grade engineering skills for AI coding agents.,Shell,43074,26146,4746,,https://github.com/addyosmani/agent-skills,2026-05-18T08:35:36.840270+00:00,monthly,all
12,TauricResearch/TradingAgents,TauricResearch,TradingAgents: Multi-Agents LLM Financial Trading Framework,Python,76695,25690,14942,,https://github.com/TauricResearch/TradingAgents,2026-05-18T08:35:36.840559+00:00,monthly,all
13,CloakHQ/CloakBrowser,CloakHQ,Stealth Chromium that passes every bot detection test. Drop-in Playwright replacement with source-level fingerprint patches. 30/30 tests passed.,Python,14274,11968,1106,,https://github.com/CloakHQ/CloakBrowser,2026-05-18T08:35:36.840877+00:00,monthly,all
14,rohitg00/agentmemory,rohitg00,#1 Persistent memory for AI coding agents based on real-world benchmarks,TypeScript,11791,9195,996,,https://github.com/rohitg00/agentmemory,2026-05-18T08:35:36.841171+00:00,monthly,all
15,Anil-matcha/Open-Generative-AI,Anil-matcha,"Open-source alternative to AI video platforms — Free AI image & video generation studio with 200+ models (Flux, Midjourney, Kling, Sora, Veo). No content filters. Self-hosted, MIT licensed.",JavaScript,15466,9874,2630,,https://github.com/Anil-matcha/Open-Generative-AI,2026-05-18T08:35:36.841457+00:00,monthly,all
16,zilliztech/claude-context,zilliztech,Code search MCP for Claude Code. Make entire codebase the context for any coding agent.,TypeScript,11347,5370,836,,https://github.com/zilliztech/claude-context,2026-05-18T08:35:36.841778+00:00,monthly,all
17,NousResearch/hermes-agent,NousResearch,The agent that grows with you,Python,155480,59362,24957,,https://github.com/NousResearch/hermes-agent,2026-05-18T08:35:36.842082+00:00,monthly,all
18,decolua/9router,decolua,"Unlimited FREE AI coding. Connect Claude Code, Codex, Cursor, Cline, Copilot, Antigravity to FREE Claude/GPT/Gemini via 40+ providers. Auto-fallback, RTK -40% tokens, never hit limits.",JavaScript,11863,8852,1796,,https://github.com/decolua/9router,2026-05-18T08:35:36.842381+00:00,monthly,all
19,ruvnet/ruflo,ruvnet,"🌊 The leading agent orchestration platform for Claude. Deploy intelligent multi-agent swarms, coordinate autonomous workflows, and build conversational AI systems. Features enterprise-grade architecture, self-learning swarm intelligence, RAG integration, and native Claude Code / Codex Integration",TypeScript,52533,20419,5940,,https://github.com/ruvnet/ruflo,2026-05-18T08:35:36.842697+00:00,monthly,all
11,Tracer-Cloud/opensre,Tracer-Cloud,Build your own AI SRE agents. The open source toolkit for the AI era.,Python,5300,4067,667,,https://github.com/Tracer-Cloud/opensre,2026-05-18T08:35:41.643587+00:00,monthly,python
12,hugohe3/ppt-master,hugohe3,"AI generates natively editable PPTX from any document — real PowerPoint shapes with native animations, not images · by Hugo He",Python,17836,11869,1704,,https://github.com/hugohe3/ppt-master,2026-05-18T08:35:41.643930+00:00,monthly,python
13,lsdefine/GenericAgent,lsdefine,"Self-evolving agent: grows skill tree from 3.3K-line seed, achieving full system control with 6x less token consumption",Python,11688,8334,1345,,https://github.com/lsdefine/GenericAgent,2026-05-18T08:35:41.644272+00:00,monthly,python
14,Imbad0202/academic-research-skills,Imbad0202,Academic Research Skills for Claude Code: research → write → review → revise → finalize,Python,9942,6172,1076,,https://github.com/Imbad0202/academic-research-skills,2026-05-18T08:35:41.644577+00:00,monthly,python
15,LearningCircuit/local-deep-research,LearningCircuit,"~95% on SimpleQA (e.g. Qwen3.6-27B on a 3090). Supports all local and cloud LLMs (llama.cpp, Ollama, Google, ...). 10+ search engines - arXiv, PubMed, your private documents. Everything Local & Encrypted.",Python,7778,3447,674,,https://github.com/LearningCircuit/local-deep-research,2026-05-18T08:35:41.644871+00:00,monthly,python
16,HKUDS/AI-Trader,HKUDS,"""AI-Trader: 100% Fully-Automated Agent-Native Trading""",Python,18009,4361,2738,,https://github.com/HKUDS/AI-Trader,2026-05-18T08:35:41.645164+00:00,monthly,python
17,z-lab/dflash,z-lab,DFlash: Block Diffusion for Flash Speculative Decoding,Python,4628,2875,329,,https://github.com/z-lab/dflash,2026-05-18T08:35:41.645450+00:00,monthly,python
3,outsourc-e/hermes-workspace,outsourc-e,"Native web workspace for Hermes Agent — chat, terminal, memory, skills, inspector.",JavaScript,4405,2859,603,,https://github.com/outsourc-e/hermes-workspace,2026-05-18T08:35:46.755339+00:00,monthly,javascript
4,jo-inc/camofox-browser,jo-inc,"Stealth headless browser for AI agents — bypass Cloudflare, bot detection, and anti-scraping. Drop-in Puppeteer/Playwright replacement.",JavaScript,5215,2511,506,,https://github.com/jo-inc/camofox-browser,2026-05-18T08:35:46.755872+00:00,monthly,javascript
5,coreyhaines31/marketingskills,coreyhaines31,"Marketing skills for Claude Code and AI agents. CRO, copywriting, SEO, analytics, and growth engineering.",JavaScript,29217,7486,4763,,https://github.com/coreyhaines31/marketingskills,2026-05-18T08:35:46.756366+00:00,monthly,javascript
6,zarazhangrui/follow-builders,zarazhangrui,"AI builders digest — monitors top AI builders on X and YouTube podcasts, remixes their content into digestible summaries. Follow builders, not influencers.",JavaScript,4463,1552,538,,https://github.com/zarazhangrui/follow-builders,2026-05-18T08:35:46.756839+00:00,monthly,javascript
7,microsoft/power-platform-skills,microsoft,"A plugin marketplace for Claude Code/GitHub Copilot that provides Power Platform development plugins, including reusable skills, agents, and commands for building and deploying solutions.",JavaScript,291,125,54,,https://github.com/microsoft/power-platform-skills,2026-05-18T08:35:46.757309+00:00,monthly,javascript
8,HeyPuter/puter,HeyPuter,"🌐 The Internet Computer! Free, Open-Source, and Self-Hostable.",JavaScript,41367,1084,3763,,https://github.com/HeyPuter/puter,2026-05-18T08:35:46.757777+00:00,monthly,javascript
9,fspecii/ace-step-ui,fspecii,"🎵 The Ultimate Open Source Suno Alternative - Professional UI for ACE-Step 1.5 AI Music Generation. Free, local, unlimited. Stop paying for Suno!",JavaScript,3837,2877,561,,https://github.com/fspecii/ace-step-ui,2026-05-18T08:35:46.758226+00:00,monthly,javascript
10,datawhalechina/easy-vibe,datawhalechina,💻 vibe coding 2026 | Your first modern Coding course for beginners to master step by step.,JavaScript,12600,6459,1184,,https://github.com/datawhalechina/easy-vibe,2026-05-18T08:35:46.758701+00:00,monthly,javascript
11,SillyTavern/SillyTavern,SillyTavern,LLM Frontend for Power Users.,JavaScript,27789,2014,5326,,https://github.com/SillyTavern/SillyTavern,2026-05-18T08:35:46.759169+00:00,monthly,javascript
12,juliangarnier/anime,juliangarnier,JavaScript animation engine,JavaScript,68577,1445,4618,,https://github.com/juliangarnier/anime,2026-05-18T08:35:46.759635+00:00,monthly,javascript
13,gorhill/uBlock,gorhill,uBlock Origin - An efficient blocker for Chromium and Firefox. Fast and lean.,JavaScript,64767,2084,4114,,https://github.com/gorhill/uBlock,2026-05-18T08:35:46.760098+00:00,monthly,javascript
5,mattpocock/sandcastle,mattpocock,Orchestrate sandboxed coding agents in TypeScript with sandcastle.run(),TypeScript,4525,3693,472,,https://github.com/mattpocock/sandcastle,2026-05-18T08:35:51.793122+00:00,monthly,typescript
6,thunderbird/thunderbolt,thunderbird,AI You Control: Choose your models. Own your data. Eliminate vendor lock-in.,TypeScript,4612,3795,313,,https://github.com/thunderbird/thunderbolt,2026-05-18T08:35:51.793727+00:00,monthly,typescript
7,multica-ai/multica,multica-ai,"The open-source managed agents platform. Turn coding agents into real teammates — assign tasks, track progress, compound skills.",TypeScript,29139,13955,3545,,https://github.com/multica-ai/multica,2026-05-18T08:35:51.794259+00:00,monthly,typescript
8,yikart/AiToEarn,yikart,Let's use AI to Earn!,TypeScript,14946,5744,2473,,https://github.com/yikart/AiToEarn,2026-05-18T08:35:51.794741+00:00,monthly,typescript
9,bytedance/UI-TARS-desktop,bytedance,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,TypeScript,34514,5051,3461,,https://github.com/bytedance/UI-TARS-desktop,2026-05-18T08:35:51.795203+00:00,monthly,typescript
10,mksglu/context-mode,mksglu,"Context window optimization for AI coding agents. Sandboxes tool output, 98% reduction. 15 platforms",TypeScript,15016,7610,1074,,https://github.com/mksglu/context-mode,2026-05-18T08:35:51.795664+00:00,monthly,typescript
11,Lum1104/Understand-Anything,Lum1104,"Graphs that teach > graphs that impress. Turn any code, or knowledge base (Karpathy LLM wiki), into an interactive knowledge graph you can explore, search, and ask questions about. Works with Claude Code, Codex, Cursor, Copilot, Gemini CLI, and more.",TypeScript,14998,6534,1406,,https://github.com/Lum1104/Understand-Anything,2026-05-18T08:35:51.796178+00:00,monthly,typescript
12,NateBJones-Projects/OB1,NateBJones-Projects,"Open Brain — The infrastructure layer for your thinking. One database, one AI gateway, one chat channel — any AI plugs in. No middleware, no SaaS.",TypeScript,3197,1650,608,,https://github.com/NateBJones-Projects/OB1,2026-05-18T08:35:51.796655+00:00,monthly,typescript
13,earendil-works/pi,earendil-works,"AI agent toolkit: coding agent CLI, unified LLM API, TUI & web UI libraries, Slack bot, vLLM pods",TypeScript,50971,14164,6063,,https://github.com/earendil-works/pi,2026-05-18T08:35:51.797124+00:00,monthly,typescript
14,coleam00/Archon,coleam00,The first open-source harness builder for AI coding. Make AI coding deterministic and repeatable.,TypeScript,21577,3150,3283,,https://github.com/coleam00/Archon,2026-05-18T08:35:51.797611+00:00,monthly,typescript
15,playcanvas/supersplat,playcanvas,3D Gaussian Splat Editor,TypeScript,8320,3840,897,,https://github.com/playcanvas/supersplat,2026-05-18T08:35:51.798071+00:00,monthly,typescript
16,open-metadata/OpenMetadata,open-metadata,"OpenMetadata is a unified metadata platform for data discovery, data observability, and data governance powered by a central metadata repository, in-depth column level lineage, and seamless team collaboration.",TypeScript,13947,2967,2104,,https://github.com/open-metadata/OpenMetadata,2026-05-18T08:35:51.798538+00:00,monthly,typescript
17,thedotmack/claude-mem,thedotmack,"Persistent Context Across Sessions for Every Agent – Captures everything your agent does during sessions, compresses it with AI, and injects relevant context back into future sessions. Works with Claude Code, OpenClaw, Codex, Gemini, Hermes, Copilot, OpenCode + More",TypeScript,76460,15770,6563,,https://github.com/thedotmack/claude-mem,2026-05-18T08:35:51.799004+00:00,monthly,typescript
18,mnfst/manifest,mnfst,Smart Model Routing for Agents. Cut Costs up to 70% 🦚,TypeScript,6534,2171,397,,https://github.com/mnfst/manifest,2026-05-18T08:35:51.799473+00:00,monthly,typescript
19,craft-ai-agents/craft-agents-oss,craft-ai-agents,,TypeScript,5998,1809,816,,https://github.com/craft-ai-agents/craft-agents-oss,2026-05-18T08:35:51.799904+00:00,monthly,typescript
20,langfuse/langfuse,langfuse,"🪢 Open source LLM engineering platform: LLM Observability, metrics, evals, prompt management, playground, datasets. Integrates with OpenTelemetry, Langchain, OpenAI SDK, LiteLLM, and more. 🍊YC W23",TypeScript,27379,2333,2796,,https://github.com/langfuse/langfuse,2026-05-18T08:35:51.800385+00:00,monthly,typescript
1,farion1231/cc-switch,farion1231,"A cross-platform desktop All-in-One assistant for Claude Code, Codex, OpenCode, OpenClaw, Gemini CLI & Hermes Agent. Only official website: ccswitch.io",Rust,74027,27215,4803,,https://github.com/farion1231/cc-switch,2026-05-18T08:35:57.807146+00:00,monthly,rust
